design_id,gate_pass,endurance_pass,termination,failure_reasons,endurance_termination,drag_case,empty_mass_kg,initial_fuel_kg,initial_mass_kg,wing_area_m2,altitude_m,gamma_deg,rated_thrust_n,initial_installed_thrust_to_weight,wing_loading_n_m2,elapsed_s,final_mach,time_to_mach_1_s,fuel_at_mach_1_kg,final_fuel_kg,min_excess_thrust_n,min_acceleration_force_n,max_cl,max_q_pa,review_flags,reached_mach_1,mass_within_limit,fuel_nonnegative,never_descends,positive_excess_thrust,positive_acceleration,cl_within_limit,q_within_limit,drag_sensitivity
D0048,False,False,time_limit,time_limit;reached_mach_1,gate_failed,optimistic,21.0,3.0,24.0,0.12,6000.0,0,300.0,0.6132839325650038,1961.33,120.0,0.980111297945658,,,2.17956070198404,0.0165930358575963,0.0165930358575963,0.0927189684484795,31750.670199665867,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,fails_all_three
D0048,False,False,insufficient_acceleration,insufficient_acceleration;reached_mach_1,gate_failed,baseline,21.0,3.0,24.0,0.12,6000.0,0,300.0,0.6132839325650038,1961.33,97.09481185350324,0.8988143304371338,,,2.325701431115938,0.0099999999999909,0.0099999999999909,0.0927189684484795,26701.894901223433,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,fails_all_three
D0048,False,False,time_limit,time_limit;reached_mach_1,gate_failed,pessimistic,21.0,3.0,24.0,0.12,6000.0,0,300.0,0.6132839325650038,1961.33,120.0,0.835222928958022,,,2.1566850559425244,0.0101388429445421,0.0101388429445421,0.0927189684484795,23057.218897447405,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified,False,True,True,True,True,True,True,True,fails_all_three
D0058,False,False,q_limit,q_limit;reached_mach_1,gate_failed,optimistic,21.0,3.0,24.0,0.12,0.0,0,450.0,1.462655442990216,1961.33,7.831674279293527,0.9573028505467166,,,2.8606135173207887,78.89734687542094,78.89734687542094,0.0432071922033061,65000.00000000001,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,fails_all_three
D0058,False,False,insufficient_acceleration,insufficient_acceleration;reached_mach_1,gate_failed,baseline,21.0,3.0,24.0,0.12,0.0,0,450.0,1.462655442990216,1961.33,38.58999617185761,0.9202865383820054,,,2.3152933408980414,0.0099999999998772,0.0099999999998772,0.0432071922033061,60070.436973453805,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,fails_all_three
D0058,False,False,insufficient_acceleration,insufficient_acceleration;reached_mach_1,gate_failed,pessimistic,21.0,3.0,24.0,0.12,0.0,0,450.0,1.462655442990216,1961.33,30.378669644372497,0.8551182305885608,,,2.454298029194587,0.0099999999998772,0.0099999999998772,0.0432071922033061,51864.11639707803,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,fails_all_three
D0059,True,True,target_reached,,hold_complete,optimistic,21.0,3.0,24.0,0.12,3000.0,0,450.0,1.1696448129531023,1961.33,13.72337611744328,1.0,13.72337611744328,2.812715152710798,2.7284865320315994,44.98935272914616,44.98935272914616,0.062434359966371,49084.80084765296,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,optimistic_only
D0059,False,False,insufficient_acceleration,insufficient_acceleration;reached_mach_1,gate_failed,baseline,21.0,3.0,24.0,0.12,3000.0,0,450.0,1.1696448129531023,1961.33,54.952918659281345,0.9389852669071675,,,2.2499984214643476,0.0100000000001045,0.0100000000001045,0.062434359966371,43277.74158384602,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,optimistic_only
D0059,False,False,insufficient_acceleration,insufficient_acceleration;reached_mach_1,gate_failed,pessimistic,21.0,3.0,24.0,0.12,3000.0,0,450.0,1.1696448129531023,1961.33,40.94908046363784,0.8701623586163512,,,2.433633884815118,0.0100000000001045,0.0100000000001045,0.062434359966371,37166.153707687714,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,optimistic_only
D0060,True,True,target_reached,,hold_complete,optimistic,21.0,3.0,24.0,0.12,6000.0,0,450.0,0.919925898847506,1961.33,14.05526265458069,1.0,14.05526265458069,2.8544936606126763,2.8001901839636414,55.6961191616125,55.6961191616125,0.0927189684484795,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,optimistic_only
D0060,False,False,time_limit,time_limit;reached_mach_1,gate_failed,baseline,21.0,3.0,24.0,0.12,6000.0,0,450.0,0.919925898847506,1961.33,120.0,0.9621184700947631,,,1.766586743723233,0.0117744533433494,0.0117744533433494,0.0927189684484795,30595.616602410595,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,optimistic_only
D0060,False,False,insufficient_acceleration,insufficient_acceleration;reached_mach_1,gate_failed,pessimistic,21.0,3.0,24.0,0.12,6000.0,0,450.0,0.919925898847506,1961.33,100.14753827747238,0.8872990690975853,,,1.9550439298050828,0.010000000000133,0.010000000000133,0.0927189684484795,26022.088995107813,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,optimistic_only
D0070,False,False,q_limit,q_limit;reached_mach_1,gate_failed,optimistic,21.0,3.0,24.0,0.12,0.0,0,600.0,1.950207257320288,1961.33,4.541029610923615,0.9573028505467166,,,2.892101395898386,187.6278900984598,187.6278900984598,0.0432071922033061,65000.00000000001,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,fails_all_three
D0070,False,False,q_limit,q_limit;reached_mach_1,gate_failed,baseline,21.0,3.0,24.0,0.12,0.0,0,600.0,1.950207257320288,1961.33,10.101652081486314,0.9573028505467166,,,2.7611455012454935,22.311271682832228,22.311271682832228,0.0432071922033061,65000.00000000001,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,fails_all_three
D0070,False,False,insufficient_acceleration,insufficient_acceleration;reached_mach_1,gate_failed,pessimistic,21.0,3.0,24.0,0.12,0.0,0,600.0,1.950207257320288,1961.33,27.688010854556865,0.8916638940728492,,,2.3414241049222775,0.009999999999934,0.009999999999934,0.0432071922033061,56391.93732326467,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,fails_all_three
D0071,True,True,target_reached,,hold_complete,optimistic,21.0,3.0,24.0,0.12,3000.0,0,600.0,1.5595264172708034,1961.33,7.376005228544617,1.0,7.376005228544617,2.8654557178604634,2.793172256719873,130.62843102615852,130.62843102615852,0.062434359966371,49084.80084765296,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,optimistic_only
D0071,False,False,time_limit,time_limit;reached_mach_1,gate_failed,baseline,21.0,3.0,24.0,0.12,3000.0,0,600.0,1.5595264172708034,1961.33,120.0,0.9965900265411836,,,0.8459663636763023,0.0106426260229568,0.0106426260229568,0.062434359966371,48750.615865497275,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,optimistic_only
D0071,False,False,insufficient_acceleration,insufficient_acceleration;reached_mach_1,gate_failed,pessimistic,21.0,3.0,24.0,0.12,3000.0,0,600.0,1.5595264172708034,1961.33,38.65244529095281,0.909604156350564,,,2.2926181315353253,0.0100000000002751,0.0100000000002751,0.062434359966371,40611.76884295372,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,optimistic_only
D0072,True,True,target_reached,,hold_complete,optimistic,21.0,3.0,24.0,0.12,6000.0,0,600.0,1.2265678651300076,1961.33,8.33528051931949,1.0,8.33528051931949,2.8847657351424427,2.834967342350255,123.05088370701851,123.05088370701851,0.0927189684484795,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,baseline_pass_sensitive
D0072,True,True,target_reached,,hold_complete,baseline,21.0,3.0,24.0,0.12,6000.0,0,600.0,1.2265678651300076,1961.33,15.103998822040388,1.0,15.103998822040388,2.7921145921964547,2.691876029261763,31.20748819465973,31.20748819465973,0.0927189684484795,33052.33196919002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,True,True,True,True,True,True,True,True,baseline_pass_sensitive
D0072,False,False,time_limit,time_limit;reached_mach_1,gate_failed,pessimistic,21.0,3.0,24.0,0.12,6000.0,0,600.0,1.2265678651300076,1961.33,120.0,0.9310686714211868,,,1.3458293047893894,0.0106666211057699,0.0106666211057699,0.0927189684484795,28652.698741449654,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,baseline_pass_sensitive
D0082,False,False,insufficient_acceleration,insufficient_acceleration;reached_mach_1,gate_failed,optimistic,21.0,3.0,24.0,0.18,0.0,0,300.0,0.975103628660144,1307.5533333333333,48.84604723362071,0.8863267801414823,,,2.4182074218130825,0.0100000000000761,0.0100000000000761,0.0288047948022041,55718.882245726985,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,fails_all_three
D0082,False,False,insufficient_acceleration,insufficient_acceleration;reached_mach_1,gate_failed,baseline,21.0,3.0,24.0,0.18,0.0,0,300.0,0.975103628660144,1307.5533333333333,43.05187997155794,0.8215657558341162,,,2.481214809740305,0.010000000000133,0.010000000000133,0.0288047948022041,47873.95532620002,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,fails_all_three
D0082,False,False,insufficient_acceleration,insufficient_acceleration;reached_mach_1;positive_excess_thrust;positive_acceleration,gate_failed,pessimistic,21.0,3.0,24.0,0.18,0.0,0,300.0,0.975103628660144,1307.5533333333333,0.0,0.8000000000000002,,,3.0,-86.65550459792144,-86.65550459792144,0.0288047948022041,45393.60000000001,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,False,False,True,True,fails_all_three
D0083,False,False,insufficient_acceleration,insufficient_acceleration;reached_mach_1,gate_failed,optimistic,21.0,3.0,24.0,0.18,3000.0,0,300.0,0.7797632086354017,1307.5533333333333,60.72241079615313,0.9012981626418256,,,2.4431194626621338,0.0099999999999909,0.0099999999999909,0.0416229066442473,39873.46750412887,uncalibrated_drag_and_engine;trim_stability_control_unverified;engine_mass_thrust_coupling_unverified;flutter_analysis_required,False,True,True,True,True,True,True,True,fails_all_three
